country,designation,points,price,province,region_1,region_2,variety,winery
US,Zena Crown Vineyard,90.0,48.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Soléna
US,,90.0,35.0,Oregon,Southern Oregon,Southern Oregon,Petite Sirah,Spangler
US,Classic Collection,90.0,24.0,California,Napa Valley,Napa,Zinfandel,Napa Cellars
US,X2 Estate,90.0,95.0,California,Napa Valley,Napa,Red Blend,Paraduxx
US,,90.0,32.0,California,Napa Valley,Napa,Zinfandel,Peter Franus
Spain,Reserva,90.0,26.0,Northern Spain,Rioja,,Tempranillo Blend,Marqués de Vargas
Spain,Lindes de San Vincente,90.0,32.0,Northern Spain,Rioja,,Tempranillo Blend,Remelluri
US,DuPratt Vineyard Old Vine,90.0,24.0,California,Mendocino Ridge,Mendocino/Lake Counties,Zinfandel,Steele
Germany,Bechtheimer Trocken,90.0,25.0,Rheinhessen,,,Schwartzriesling,Weinreich
Spain,,90.0,50.0,Northern Spain,Rioja,,Garnacha,Contino
,Shah,90.0,30.0,,,,Red Blend,Büyülübağ
Italy,,90.0,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Carpineto
US,Velvet Devil,90.0,12.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Charles Smith
France,Clos de la Chaise Dieu,90.0,50.0,Burgundy,Bourgogne Hautes Côtes de Beaune,,Chardonnay,Château de Santenay
Italy,,90.0,85.0,Tuscany,Brunello di Montalcino,,Sangiovese,Cordella
US,Throne,90.0,42.0,California,Russian River Valley,Sonoma,Rhône-style Red Blend,Davis Family
France,,90.0,20.0,Loire Valley,Menetou-Salon,,Sauvignon Blanc,Domaine Chavet
US,Brut Séduction,90.0,72.0,New York,North Fork of Long Island,Long Island,Champagne Blend,Sparkling Pointe
US,La Croce,90.0,66.0,California,Ballard Canyon,Central Coast,Sangiovese-Syrah,Stolpman
US,,90.0,18.0,California,California,California Other,Vermentino,Bailiwick
France,Le Petit Paon,90.0,32.0,France Other,Vin de France,,White Blend,Domaine des Baumard
France,,90.0,19.0,Rhône Valley,Côtes du Rhône,,Rosé,E. Guigal
US,,90.0,44.0,California,Russian River Valley,Sonoma,Pinot Noir,Freeman
Spain,Taberner No1,90.0,90.0,Andalucia,Vino de la Tierra de Cádiz,,Red Blend,Huerta de Albalá
Spain,Taberner,90.0,33.0,Andalucia,Vino de la Tierra de Cádiz,,Red Blend,Huerta de Albalá
US,Reserve,90.0,45.0,California,Sonoma Valley,Sonoma,Chardonnay,Kunde
US,She's Crafty Rosé of,90.0,30.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,La Voix
US,,90.0,65.0,California,Atlas Peak,Napa,Cabernet Sauvignon,Martin Ray
US,Simpson Ridge,90.0,65.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Martin Ray
US,Franc 'n Stern,90.0,125.0,California,Oakville,Napa,Cabernet Franc,Oakville East
US,Montepulciano-Sangiovese,90.0,38.0,California,Dry Creek Valley,Sonoma,Red Blend,Quivira
Italy,Riserva,90.0,28.0,Tuscany,Chianti Classico,,Red Blend,Castello della Paneretta
Spain,Selecció,90.0,32.0,Catalonia,Terra Alta,,Red Blend,Edetària
US,Estate Reserve,90.0,85.0,California,Sonoma Coast,Sonoma,Pinot Noir,Hirsch
US,,90.0,35.0,California,Spring Mountain District,Napa,Chardonnay,Keenan
France,,90.0,17.0,Rhône Valley,Tavel,,Rosé,Lavau
US,Cielo Rubio,90.0,48.0,California,Santa Barbara County,Central Coast,Red Blend,Marianello
US,6th Sense,90.0,16.0,California,Lodi,Central Valley,Syrah,Michael David
Hungary,Late Harvest,90.0,26.0,Tokaji,,,Furmint,Oremus
US,Vintage Brut,90.0,28.0,Oregon,Willamette Valley,Willamette Valley,Sparkling Blend,Argyle
US,Nuthouse Lone Star Vineyard,90.0,50.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Argyle
US,Wirtz Vineyard,90.0,32.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Big Table Farm
Germany,Piesporter Goldtröpfchen Kabinett,90.0,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
Italy,del Comune di Serralunga d'Alba,90.0,,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo
Italy,,90.0,44.0,Piedmont,Barbaresco,,Nebbiolo,Cantina del Pino
Israel,Kayoumi Single Vineyard,90.0,40.0,Galilee,,,Cabernet Sauvignon,Carmel
Argentina,Altísimo,90.0,30.0,Mendoza Province,Uco Valley,,Malbec,Ricominciare
US,Aurosa,90.0,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Antiquum Farm
Italy,,90.0,46.0,Piedmont,Barolo,,Nebbiolo,Beni di Batasiolo
Argentina,Catena,90.0,24.0,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
Italy,Brandini,90.0,,Piedmont,Barolo,,Nebbiolo,Brandini
US,Bastoni Vineyard Karma,90.0,33.0,California,Sonoma County,Sonoma,Zinfandel,Carol Shelton
Italy,,90.0,25.0,Piedmont,Barbera d'Alba,,Barbera,Cascina delle Rose
France,Blanche de Bosredon,90.0,13.0,Southwest France,Monbazillac,,Bordeaux-style White Blend,Château Bélingard
France,Cuvée Amélie Sur Lie,90.0,16.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Château de la Ragotiere
France,Cuvée Tsar Pierre le Grand,90.0,50.0,Southwest France,Cahors,,Malbec-Merlot,Château Eugénie
France,Comtesse de Ségur,90.0,19.0,Southwest France,Montravel,,Bordeaux-style Red Blend,Château Laulerie
France,,90.0,13.0,Southwest France,Madiran,,Tannat-Cabernet Franc,Château Peyros
US,Lila's Cuvee,90.0,50.0,California,Central Coast,Central Coast,Rhône-style Red Blend,Clos La Chance
US,Winemakers Cuvée,90.0,50.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,David Hill
Italy,Braja Riserva,90.0,35.0,Piedmont,Roero,,Nebbiolo,Deltetto
US,DCV Estate Block 10,90.0,30.0,California,Russian River Valley,Sonoma,Chardonnay,Dry Creek Vineyard
Germany,Schwarzer Adler,90.0,25.0,Baden,,,Pinot Blanc,Franz Keller
Italy,Pichemej,90.0,,Piedmont,Barolo,,Nebbiolo,Gianpiero Marrone
US,Counterpoint,90.0,40.0,California,Sonoma Mountain,Sonoma,Cabernet Sauvignon,Laurel Glen
Spain,Art,90.0,55.0,Northern Spain,Bierzo,,Mencía,Luna Beberide
Portugal,Maria Mora Enamorada,90.0,100.0,Alentejano,,,Portuguese Red,Magnum Vinhos
US,,90.0,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Mathew Bruno
US,,90.0,28.0,California,Napa Valley,Napa,Sauvignon Blanc,Merryvale
US,au Naturel,93.0,32.0,California,Central Coast,,Sauvignon Blanc,Brander
US,,93.0,40.0,California,Santa Barbara County,Central Coast,Grenache,Margerum
US,Reserve,93.0,40.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
New Zealand,The Great Ted,92.0,63.0,Martinborough,,,Pinot Noir,Palliser Estate
France,Gouttes de Soleil,92.0,26.0,Southwest France,Pacherenc du Vic Bilh,,Gros Manseng,Château de Gayon
France,L'Excellence,92.0,45.0,Provence,Côtes de Provence,,Rosé,Château Saint-Maur
France,La Patience de Vannières,92.0,,Provence,Bandol,,Rosé,Château Vannières
France,Cuvée du Couvent,92.0,25.0,Southwest France,Madiran,,Tannat,Domaine Capmartin
US,Côte Sud Vineyard,92.0,75.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Serene
US,Coeur Blanc (White Heart),92.0,95.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
US,Lock Vineyard,92.0,42.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Écluse
Austria,Ried Spiegel,92.0,17.0,Wagram,,,Grüner Veltliner,Josef Bauer
US,Ventana Vineyard,92.0,35.0,California,Arroyo Seco,Central Coast,Grenache,Joyce
Austria,Stein,92.0,18.0,Kamptal,,,Grüner Veltliner,Jurtschitsch
US,Backbone,92.0,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,King Estate
US,Westlands,92.0,54.0,California,Sonoma Coast,Sonoma,Pinot Noir,Anaba
US,,92.0,35.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
US,E Street,92.0,40.0,California,Paso Robles Willow Creek District,Central Coast,Tempranillo,Barton
US,Le Pré du Col Vineyard,92.0,68.0,Oregon,Ribbon Ridge,Willamette Valley,Pinot Noir,Bergström
France,Excellence des Muraires,92.0,59.0,Provence,Côtes de Provence,,Rosé,Bernard Magrez
France,Optimum,92.0,28.0,Southwest France,Fronton,,Red Blend,Château Bellevue la Forêt
US,,92.0,40.0,California,Napa Valley,Napa,White Blend,Matthiasson
US,DVX Sparkling Rosé,92.0,80.0,California,Napa Valley,Napa,Sparkling Blend,Mumm Napa
US,,92.0,38.0,California,Santa Barbara County,Central Coast,Barbera,Pianetta
US,,92.0,38.0,California,Paso Robles,Central Coast,Petite Sirah,Pianetta
US,Avellana Vineyard,92.0,63.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ponzi
US,Arsenal,92.0,40.0,Oregon,Applegate Valley,Southern Oregon,Cabernet Franc-Merlot,Quady North
US,Sawyer-Lindquist Vineyard,92.0,,California,Edna Valley,Central Coast,Syrah,Qupé
US,Jack Rabbit Flat Vineyard,92.0,50.0,California,Amador County,Sierra Foothills,Zinfandel,Renwood
US,Gino's,92.0,34.0,California,Dry Creek Valley,Sonoma,Zinfandel,Sbragia
Portugal,Versátil Tinto,85.0,10.0,Alentejano,,,Portuguese Red,Casa Santa Vitória
Portugal,Convento da Vila Branco,85.0,7.0,Alentejano,,,Portuguese White,Adega Cooperativa de Borba
Portugal,Caldas,85.0,14.0,Douro,,,Portuguese Red,Alves de Sousa
Italy,Bianco,85.0,10.0,Veneto,Veronese,,White Blend,Amatore
Italy,Flauto Magico Riserva,85.0,149.0,Tuscany,Brunello di Montalcino,,Sangiovese,Paradiso di Frassina
US,Cesar,85.0,26.0,Washington,Horse Heaven Hills,Columbia Valley,Bordeaux-style Red Blend,Martinez & Martinez
Argentina,Premium Series,85.0,16.0,Other,La Rioja,,Torrontés,Solo Contigo
France,Réserve,85.0,9.0,Southwest France,,,Malbec,Vino San Esteban
Argentina,Clásico,84.0,12.0,Mendoza Province,Mendoza,,Malbec,Altos Las Hormigas
Portugal,,84.0,18.0,Alentejano,,,Rosé,Dona Maria-Júlio Bastos
Portugal,,84.0,,Tejo,,,Sauvignon Blanc,Quinta da Alorna
US,Bianca's White,84.0,15.0,California,Napa Valley,Napa,Sauvignon Blanc-Semillon,Napa by N.A.P.A.
Portugal,Senses,84.0,13.0,Alentejano,,,Alvarinho,Adega Cooperativa de Borba
Portugal,Azul Portugal,84.0,12.0,Palmela,,,Portuguese White,Wines & Winemakers
France,Château Noël Saint Laurent,84.0,14.0,Rhône Valley,Côtes du Rhône,,Rhône-style White Blend,Louis Bernard
Argentina,505 Esencia,84.0,12.0,Mendoza Province,Mendoza,,Bordeaux-style Red Blend,Casarena
Spain,Don Ramón,84.0,9.0,Northern Spain,Campo de Borja,,Red Blend,Bodegas Aragonesas
US,,84.0,29.0,California,Los Carneros,Napa-Sonoma,Pinot Noir,Acacia
Portugal,Plexus Branco,84.0,10.0,Tejo,,,Portuguese Sparkling,Adega Cooperativa do Cartaxo
US,Verdigris,84.0,35.0,California,Livermore Valley,Central Coast,White Blend,Las Positas
France,La Fleur Lily Semi-Sweet,84.0,12.0,Southwest France,Côtes de Bergerac,,Bordeaux-style White Blend,Domaine de Grange Neuve
US,,84.0,14.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,EOS
Argentina,Ji Ji Ji Finca Villa Seca Gen Fuerza Tranquila,84.0,17.0,Mendoza Province,Tupungato,,Chenin Blanc,Gen Del Alma
US,,84.0,12.0,California,California,California Other,Pinot Noir,Sand Point
South Africa,Seriously Cool,84.0,20.0,Stellenbosch,,,Chenin Blanc,Waterkloof
Argentina,,84.0,17.0,Mendoza Province,Vista Flores,,Malbec,Antucura
South Africa,Bob's,84.0,9.0,South Africa,,,Chenin Blanc,Fat Barrel
Spain,Dulce Blanco,84.0,14.0,Levante,Jumilla,,Macabeo,Casa de la Ermita
Portugal,Campelo,84.0,10.0,Vinho Verde,,,Rosé,Caves Campelo
Portugal,Casal da Seara,84.0,10.0,Vinho Verde,,,Portuguese White,Caves Campelo
US,Gamma: The Complex,92.0,35.0,California,Sta. Rita Hills,Central Coast,Syrah,Ampelos
US,Dijon Clone,92.0,32.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Array
US,Seventeen Forty Reserve,92.0,56.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Daou
US,Ciel du Cheval Vineyard,92.0,39.0,Washington,Red Mountain,Columbia Valley,Merlot,Côtes de Ciel
Portugal,,92.0,23.0,Alentejano,,,Portuguese Red,Herdade do Rocim
US,Upland Vineyards,92.0,40.0,Washington,Snipes Mountain,Columbia Valley,Syrah,Kerloo
US,Zabala Vineyard,92.0,20.0,California,Arroyo Seco,Central Coast,Sauvignon Blanc,Mercy
Portugal,,92.0,32.0,Dão,,,Alfrocheiro,Quinta de Lemos
US,,92.0,35.0,California,Paso Robles,Central Coast,Zinfandel,Summerwood
US,,92.0,52.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Woodward Canyon
US,Mesa Reserve Estate Grown and Bottled,92.0,48.0,California,Santa Ynez Valley,Central Coast,Syrah,Zaca Mesa
France,Vieilles Vignes,91.0,14.0,Alsace,Alsace,,Riesling,Domaine Jean Sipp
France,,91.0,27.0,Alsace,Alsace,,Pinot Blanc,Domaine Ostertag
France,Kessler Grand Cru,91.0,38.0,Alsace,Alsace,,Gewürztraminer,Domaines Schlumberger
Chile,Max Reserva,91.0,20.0,Aconcagua Valley,,,Syrah,Errazuriz
US,Cuvée Sauvage,91.0,40.0,California,Carneros,Napa-Sonoma,Chardonnay,Franciscan
US,,91.0,54.0,California,Napa Valley,Napa,Cabernet Sauvignon,Greyscale
Chile,Canto de Apalta Cellar Selection,91.0,22.0,Rapel Valley,,,Red Blend,Lapostolle
US,Estate,91.0,30.0,California,Sierra Foothills,Sierra Foothills,Syrah,Martin Lane Winery
Portugal,Vinha da Costa,91.0,58.0,Bairrada,,,Portuguese Red,Campolargo
US,,91.0,40.0,California,Russian River Valley,Sonoma,Chardonnay,Chasseur
France,Castelnau de Suduiraut,91.0,35.0,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Suduiraut
US,,91.0,24.0,California,Edna Valley,Central Coast,Chardonnay,Talley
US,,91.0,29.0,California,Paso Robles,Central Coast,Sangiovese,Pianetta
US,,91.0,80.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Prim Family
Portugal,,91.0,22.0,Douro,,,Portuguese Red,Quinta de la Rosa
US,Estate,91.0,15.0,California,Paso Robles,Central Coast,Chardonnay,Castoro Cellars
Portugal,Quinta dos Quatro Ventos,91.0,22.0,Douro,,,Portuguese Red,Caves Aliança
France,Seppi Landmann Zinnkoeplé Grand Cru,91.0,36.0,Alsace,Alsace,,Riesling,Domaine Rieflé-Landmann
US,The Reserve,87.0,25.0,Washington,Horse Heaven Hills,Columbia Valley,Chardonnay,14 Hands
US,The Reserve,87.0,22.0,Washington,Horse Heaven Hills,Columbia Valley,Sauvignon Blanc,14 Hands
US,Old Vine,87.0,25.0,California,Lodi,Central Valley,Zinfandel,Boneshaker
US,MV Trí3,87.0,32.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Cairdeas
Italy,,87.0,20.0,Tuscany,Bolgheri,,White Blend,Campo al Mare
US,Reserve,87.0,35.0,California,Edna Valley,Central Coast,Chardonnay,Edna Valley Vineyard
Argentina,Reserve,87.0,18.0,Mendoza Province,Mendoza,,Malbec,Ferllen
US,,87.0,13.0,Washington,Yakima Valley,Columbia Valley,Aligoté,Shooting Star
Italy,Riserva,87.0,140.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta di Sesta
Italy,Due Sorelle Riserva,87.0,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta La Fuga
Italy,Emilio Primo,87.0,25.0,Tuscany,Bolgheri,,Red Blend,Terre del Marchesato
Italy,,87.0,50.0,Tuscany,Brunello di Montalcino,,Sangiovese,Agostina Pieri
Italy,Ripe al Convento Riserva,87.0,138.0,Tuscany,Brunello di Montalcino,,Sangiovese,Castelgiocondo
Italy,,87.0,55.0,Tuscany,Brunello di Montalcino,,Sangiovese,Colombaio
US,,87.0,15.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Columbia Winery
Argentina,,87.0,12.0,Mendoza Province,Mendoza,,Torrontés,Cuatro Vacas Gordas
US,Cutthroat Blend,87.0,35.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Flying Trout
US,Mélange Blanc,87.0,23.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Patterson
France,Château Courbian,87.0,19.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Producta Vignobles
Spain,,87.0,15.0,Northern Spain,Rueda,,Verdejo,Protos
US,Sofia Blanc de Blancs,87.0,19.0,California,Monterey County,Central Coast,Sparkling Blend,Francis Ford Coppola
US,,87.0,24.0,California,Santa Ynez Valley,Central Coast,Merlot,Gainey
US,Springline Super Tuscan-style,87.0,19.0,Washington,Columbia Valley (WA),Columbia Valley,White Blend,Genoa
US,Bacigalupi Vineyard,87.0,48.0,California,Russian River Valley,Sonoma,Zinfandel,Graton Ridge
US,Estate Bottled,87.0,20.0,California,Anderson Valley,Mendocino/Lake Counties,Gewürztraminer,Navarro
US,Sharp Sisters,87.0,26.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Mercer
US,,87.0,8.0,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Snoqualmie
US,Estate Grown,87.0,60.0,Washington,Columbia Gorge (WA),Washington Other,Syrah,Syncline
US,Boushey Vineyard,87.0,25.0,Washington,Yakima Valley,Columbia Valley,Grenache Blanc,Syncline
US,,87.0,20.0,California,Russian River Valley,Sonoma,Chardonnay,Taft Street
France,Brut Prestige,91.0,66.0,Champagne,Champagne,,Champagne Blend,Charles Ellner
France,,91.0,45.0,Southwest France,Cahors,,Malbec,Château Lagrézette
France,Brut Nature,91.0,75.0,Champagne,Champagne,,Champagne Blend,Ayala
Italy,Riserva,90.0,25.0,Tuscany,Chianti Classico,,Red Blend,Fattoria La Ripa
US,Special Reserve,90.0,40.0,California,Napa Valley,Napa,Cabernet Sauvignon,Herzog
US,Estate Grown Cave Fermented,90.0,95.0,California,Napa Valley,Napa,Merlot,Jarvis
US,Sierra Madre Vineyard,90.0,48.0,California,Santa Barbara County,Central Coast,Pinot Noir,La Montagne
US,Lachini Family Estate,90.0,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Lachini
US,Serious,90.0,50.0,California,Lodi,Central Valley,Zinfandel,Macchia
US,Estate 25th Anniversary,90.0,28.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,McIntyre Vineyards
US,,90.0,44.0,California,Napa Valley,Napa,Pinot Noir,Brick & Mortar
US,Reed Vineyard,90.0,60.0,California,Mt. Harlan,Central Coast,Pinot Noir,Calera
Italy,,90.0,16.0,Tuscany,Chianti Classico,,Red Blend,Castellinuzza e Piuca
France,Grande Réserve Brut,90.0,50.0,Champagne,Champagne,,Champagne Blend,Charles Ellner
France,La Chêneraie,90.0,55.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Jeandeman
France,,90.0,20.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Paloumey
France,,90.0,45.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Tour de Pressac
Italy,Selva,90.0,,Lombardy,Lugana,,Turbiana,Selva Capuzza
Italy,Limne,90.0,19.0,Lombardy,Lugana,,Turbiana,Tenuta Roveglia
US,Reserve,90.0,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Triumph Cellars
Portugal,Aguia Moura em Vinhas Velhas Reserva,90.0,18.0,Douro,,,Portuguese White,Wines & Winemakers
Portugal,Reserva,90.0,15.0,Tejo,,,Portuguese Red,Novo Mundo
US,Dark & Brooding,90.0,54.0,California,Sonoma County,Sonoma,Red Blend,Palmeri
Portugal,Falcoaria,90.0,,Tejo,,,Fernão Pires,Quinta do Casal Branco
US,Pendulum,90.0,35.0,California,Monterey County,Central Coast,Rhône-style Red Blend,Baker & Brain
US,Bald Mountain Vineyard,90.0,45.0,California,Ben Lomond Mountain,Central Coast,Chardonnay,Beauregard
Germany,Piesporter Goldtröpfchen Kabinett GL,90.0,31.0,Mosel,,,Riesling,Reichsgraf von Kesselstatt
Germany,Hochheimer Kirchenstück Trocken,90.0,35.0,Rheingau,,,Riesling,Domdechant Werner
Germany,Piesporter Goldtröpfchen Kabinett,90.0,18.0,Mosel,,,Riesling,Bollig-Lehnert
Germany,Saulheimer Hölle Trocken,90.0,60.0,Rheinhessen,,,Spätburgunder,Thörle
US,The Augur Kick On Ranch Vineyard,88.0,25.0,California,Santa Barbara County,Central Coast,Riesling,j.brix
US,1149 Rosé of,88.0,25.0,California,Paso Robles Willow Creek District,Central Coast,Mourvèdre,Jada Vineyard & Winery
US,,88.0,50.0,California,Sierra Foothills,Sierra Foothills,Red Blend,La Folia Winery
US,Brut Rosé,88.0,30.0,California,Arroyo Grande Valley,Central Coast,Sparkling Blend,Laetitia
US,Rayhill Vineyard,88.0,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Landmark
US,,88.0,15.0,California,Sonoma County,Sonoma,Chardonnay,St. Francis
Italy,Quercegobbe,88.0,65.0,Tuscany,Toscana,,Merlot,Petra
Italy,Maurleo,88.0,19.0,Tuscany,Toscana,,Red Blend,Pietro Beconcini
Italy,Lippo,88.0,28.0,Tuscany,Toscana,,Red Blend,Pieve Santo Stefano
Portugal,Talhão 1,88.0,,Tejo,,,Portuguese White,Quinta da Lagoalva de Cima
Chile,Q Grand Reserve,88.0,20.0,Casablanca Valley,,,Pinot Noir,Quintay
US,Dianthus,88.0,27.0,California,Paso Robles,Central Coast,Rosé,Tablas Creek
Italy,Trasolo,88.0,120.0,Tuscany,Toscana,,Merlot,Tenuta Villa Trasqua
US,,88.0,20.0,Oregon,Chehalem Mountains,Willamette Valley,Grüner Veltliner,Raptor Ridge
France,Baron d'Ardeuil Vieilles Vignes,88.0,15.0,Southwest France,Buzet,,Bordeaux-style Red Blend,Vignerons de Buzet
Chile,Cefiro Reserva,88.0,12.0,Maipo Valley,,,Merlot,Viña Casablanca
US,Reserve,88.0,35.0,California,Santa Cruz Mountains,Central Coast,Chardonnay,Wrights Station
France,,88.0,12.0,Southwest France,Gaillac,,Red Blend,Château Lastours
France,Cuvée des Conti,88.0,16.0,Southwest France,Bergerac Sec,,Bordeaux-style White Blend,Château Tour des Gendres
France,Château Bazin,88.0,45.0,Southwest France,Côtes du Marmandais,,Red Blend,Cave du Marmandais
Italy,Serisè,88.0,22.0,Tuscany,Toscana,,Ciliegiolo,Cesani
Chile,1810,88.0,44.0,Maule Valley,,,Cabernet Sauvignon-Carmenère,Casa Donoso
Chile,Gran Reserva Estate Bottled,88.0,20.0,Casablanca Valley,,,Pinot Noir,Casas del Bosque
Italy,Poggio ai Merli,88.0,110.0,Tuscany,Toscana,,Merlot,Castellare di Castellina
Italy,Non Confonditur,88.0,26.0,Tuscany,Toscana,,Red Blend,Argiano
US,Hope,88.0,40.0,California,California,California Other,Red Blend,Aver Family Vineyards
Chile,Private,88.0,35.0,Cachapoal Valley,,,Cabernet Franc,Valle Secreto
US,The Sheriff,88.0,36.0,California,Livermore Valley,Central Coast,Rhône-style Red Blend,Vasco Urbano
Germany,,88.0,12.0,Pfalz,,,Pinot Gris,Villa Wolf
Spain,Castillo de Albai Crianza,88.0,15.0,Northern Spain,Rioja,,Tempranillo,Pagos del Rey
US,,88.0,26.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Still Waters
Portugal,Fado Tinto Reserva,88.0,20.0,Alentejano,,,Portuguese Red,Terras de Alter
US,Alloro Vineyard,88.0,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Torii Mor
Portugal,3 Autores,88.0,12.0,Douro,,,Portuguese Red,Vidigal
US,Upstream,88.0,25.0,California,Lodi,Central Valley,Zinfandel,Watts
US,,88.0,17.0,California,Central Coast,Central Coast,Merlot,William Hill Estate
Croatia,Vrhunsko Bijelo Vino,88.0,20.0,Hvar,,,Posip,Zlatan Otok
Romania,La Umbra,88.0,9.0,Colinele Dobrogei,,,Merlot,Cramele Halewood
France,Les Cris,88.0,,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine A. Cailbourdin
France,,88.0,25.0,Loire Valley,Quincy,,Sauvignon Blanc,Domaine Philippe Portier
US,York Creek Vineyard,88.0,37.0,California,Napa Valley,Napa,Petite Sirah,Elyse
US,,88.0,98.0,California,Sonoma Valley,Sonoma,Pinot Noir,Hanzell
US,Preston Vineyards,88.0,25.0,California,Dry Creek Valley,Sonoma,Sauvignon Blanc,Horse & Plow
US,Le Cigare Blanc Beeswax Vineyard,88.0,26.0,California,Arroyo Seco,Central Coast,Rhône-style White Blend,Bonny Doon
Portugal,Torre de Vila Nova,88.0,12.0,Vinho Verde,,,Portuguese White,Casa de Vila Nova
Portugal,Vinha Grande,88.0,20.0,Douro,,,Rosé,Casa Ferreirinha
France,Les Fosses d'Hareng,88.0,,Loire Valley,Vouvray,,Chenin Blanc,Cave des Producteurs de Vouvray
France,,88.0,21.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Métairie Neuve
US,Estate,88.0,10.0,California,Amador County,Sierra Foothills,Sauvignon Blanc,Clos du Lac
Argentina,,88.0,15.0,Other,Calchaquí Valley,,Torrontés,Colomé
US,Sexton Hill Vineyard,88.0,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Balletto
US,,88.0,25.0,Colorado,Colorado,,Viognier,Sutcliffe
Italy,del Comune di La Morra,88.0,,Piedmont,Barolo,,Nebbiolo,Eugenio Bocchino
Spain,,88.0,15.0,Northern Spain,Toro,,Tempranillo,Hermanos Lurton
Spain,Maceración Carbónica,88.0,16.0,Northern Spain,Rioja,,Tempranillo Blend,Dominio de Berzal
Spain,Inspiración Las Canteras,88.0,25.0,Northern Spain,Rioja,,Tempranillo Blend,Bodegas Valdemar
US,,88.0,28.0,Arizona,Cochise County,,Chenin Blanc,Pillsbury
France,,88.0,28.0,Loire Valley,Sancerre,,Rosé,Domaine Vincent Delaporte
US,DuPratt Vineyard Old Vine,90.0,24.0,California,Mendocino Ridge,Mendocino/Lake Counties,Zinfandel,Steele
Germany,Bechtheimer Trocken,90.0,25.0,Rheinhessen,,,Schwartzriesling,Weinreich
Chile,Gran Reserva,90.0,15.0,Colchagua Valley,,,Carmenère,Carmen
France,Maison du Villard,90.0,35.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Château de Lavernette
US,Estate Bottled,90.0,18.0,California,El Dorado,Sierra Foothills,Sauvignon Blanc,Lava Cap
US,,90.0,40.0,California,Sonoma Coast,Sonoma,Pinot Noir,MacPhail
US,Estate Bottled,90.0,35.0,California,Shenandoah Valley (CA),Sierra Foothills,Zinfandel,Easton
US,Reserve,90.0,35.0,California,Edna Valley,Central Coast,Chardonnay,Edna Valley Vineyard
Chile,,90.0,22.0,Aconcagua Costa,,,Sauvignon Blanc,Errazuriz
US,Erato De Portola Trail Vineyard,90.0,45.0,California,Temecula Valley,South Coast,Cabernet Franc,Gershon Bachus
